"Total","Jahr","Beruf","Geschlecht","Anzahl"
9,"2019","Medientechnologe/-login","Männer",3
9,"2019","Spengler/in","Frauen",0
9,"2019","Spengler/in","Männer",9
9,"2019","Strassentransportfachmann/-frau","Frauen",0
9,"2019","Strassentransportfachmann/-frau","Männer",9
8,"2019","Fachmann/-frau Information u. Dokumentation","Frauen",4
8,"2019","Fachmann/-frau Information u. Dokumentation","Männer",4
8,"2019","Gleisbauer/in","Frauen",0
8,"2019","Gleisbauer/in","Männer",8
8,"2019","Pferdefachmann/-frau","Frauen",7
8,"2019","Pferdefachmann/-frau","Männer",1
8,"2019","Podologe/-login","Frauen",8
8,"2019","Podologe/-login","Männer",0
8,"2019","Veranstaltungsfachmann/-frau","Frauen",1
8,"2019","Veranstaltungsfachmann/-frau","Männer",7
7,"2019","Chemie- und Pharmatechnologe/-login","Frauen",6
7,"2019","Chemie- und Pharmatechnologe/-login","Männer",1
7,"2019","Gipser/in-Trockenbauer/in","Frauen",0
7,"2019","Gipser/in-Trockenbauer/in","Männer",7
7,"2019","Lüftungsanlagenbauer/in","Frauen",0
7,"2019","Lüftungsanlagenbauer/in","Männer",7
7,"2019","Metallbaupraktiker/in","Frauen",0
7,"2019","Metallbaupraktiker/in","Männer",7
7,"2019","Unterhaltspraktiker/in","Frauen",0
7,"2019","Unterhaltspraktiker/in","Männer",7
6,"2019","Baupraktiker/in","Frauen",0
6,"2019","Baupraktiker/in","Männer",6
6,"2019","Fotofachmann/-frau","Frauen",3
6,"2019","Fotofachmann/-frau","Männer",3
6,"2019","Kältesystem-Monteur/-in","Frauen",0
6,"2019","Kältesystem-Monteur/-in","Männer",6
6,"2019","Physiklaborant/in","Frauen",3
6,"2019","Physiklaborant/in","Männer",3
6,"2019","Polydesigner/in 3D","Frauen",5
6,"2019","Polydesigner/in 3D","Männer",1
6,"2019","Recyclist/in","Frauen",3
6,"2019","Recyclist/in","Männer",3
6,"2019","Systemgastronomiefachmann/-frau","Frauen",3
6,"2019","Systemgastronomiefachmann/-frau","Männer",3
5,"2019","Dachdecker/in","Frauen",0
5,"2019","Dachdecker/in","Männer",5
5,"2019","Gebäudereiniger/in","Frauen",0
5,"2019","Gebäudereiniger/in","Männer",5
5,"2019","Innendekorateur/in","Frauen",5
5,"2019","Innendekorateur/in","Männer",0
5,"2019","Storenmonteur/in","Frauen",0
5,"2019","Storenmonteur/in","Männer",5
5,"2019","Telematiker/in","Frauen",1
5,"2019","Telematiker/in","Männer",4
5,"2019","Zahntechniker/in","Frauen",4
5,"2019","Zahntechniker/in","Männer",1
4,"2019","Architekturmodellbauer/in","Frauen",2
4,"2019","Architekturmodellbauer/in","Männer",2
4,"2019","Bäcker/in-Konditor/in-Confiseur/in","Frauen",1
4,"2019","Bäcker/in-Konditor/in-Confiseur/in","Männer",3
4,"2019","Buchhändler/in","Frauen",4
4,"2019","Buchhändler/in","Männer",0
4,"2019","Bühnentänzer/in","Frauen",4
4,"2019","Bühnentänzer/in","Männer",0
4,"2019","Hotellerieangestellte/r","Frauen",3
4,"2019","Hotellerieangestellte/r","Männer",1
4,"2019","Interactive Media Designer","Frauen",2
4,"2019","Interactive Media Designer","Männer",2
4,"2019","Kleinmotorrad- u Fahrradmechaniker/in","Frauen",0
4,"2019","Kleinmotorrad- u Fahrradmechaniker/in","Männer",4
4,"2019","Printmedienverarbeiter/in","Frauen",3
4,"2019","Printmedienverarbeiter/in","Männer",1
4,"2019","Restaurantangestellte/r","Frauen",2
4,"2019","Restaurantangestellte/r","Männer",2
4,"2019","Tierpfleger/in","Frauen",4
4,"2019","Tierpfleger/in","Männer",0
3,"2019","Entwässerungstechnologe/-technologin","Frauen",0
3,"2019","Entwässerungstechnologe/-technologin","Männer",3
3,"2019","Fahrzeugschlosser/in","Frauen",0
3,"2019","Fahrzeugschlosser/in","Männer",3
3,"2019","Gipserpraktiker/in","Frauen",0
3,"2019","Gipserpraktiker/in","Männer",3
3,"2019","Holzbearbeiter/in","Frauen",0
3,"2019","Holzbearbeiter/in","Männer",3
3,"2019","Hörsystemakustiker/in","Frauen",1
3,"2019","Hörsystemakustiker/in","Männer",2
3,"2019","Lackierassisten/in","Frauen",0
3,"2019","Lackierassisten/in","Männer",3
3,"2019","Musikinstrumentenbauer/in","Frauen",1
3,"2019","Musikinstrumentenbauer/in","Männer",2
3,"2019","Orthopädist/in","Frauen",2
3,"2019","Orthopädist/in","Männer",1
3,"2019","Strassenbaupraktiker/in","Frauen",0
3,"2019","Strassenbaupraktiker/in","Männer",3
3,"2019","Tänzer/in","Frauen",3
3,"2019","Tänzer/in","Männer",0
2,"2019","Abdichter/in","Frauen",0
2,"2019","Abdichter/in","Männer",2
2,"2019","Bootfachwart/in","Frauen",0
2,"2019","Bootfachwart/in","Männer",2
2,"2019","Drucktechnologe/-login","Frauen",0
2,"2019","Drucktechnologe/-login","Männer",2
2,"2019","Flexodrucker/in","Frauen",0
2,"2019","Flexodrucker/in","Männer",2
2,"2019","Florist/in","Frauen",2
2,"2019","Florist/in","Männer",0
2,"2019","Glasapparatebauer/in","Frauen",1
2,"2019","Glasapparatebauer/in","Männer",1
2,"2019","Goldschmied/in","Frauen",1
2,"2019","Goldschmied/in","Männer",1
2,"2019","Grafiker/in","Frauen",1
2,"2019","Grafiker/in","Männer",1
2,"2019","Grundbauer/in","Frauen",0
2,"2019","Grundbauer/in","Männer",2
2,"2019","Gusstechnologe/-login","Frauen",0
2,"2019","Gusstechnologe/-login","Männer",2
2,"2019","Industrielackierer/in","Frauen",0
2,"2019","Industrielackierer/in","Männer",2
2,"2019","Oberflächenbeschichter/in","Frauen",0
2,"2019","Oberflächenbeschichter/in","Männer",2
2,"2019","Plattenleger/in","Frauen",0
2,"2019","Plattenleger/in","Männer",2
2,"2019","Plattenlegerpraktiker/in","Frauen",0
2,"2019","Plattenlegerpraktiker/in","Männer",2
2,"2019","Restaurationsangestellte/r","Frauen",2
2,"2019","Restaurationsangestellte/r","Männer",0
2,"2019","Steinmetz/in","Frauen",0
2,"2019","Steinmetz/in","Männer",2
1,"2019","Agrarpraktiker/in","Frauen",0
1,"2019","Agrarpraktiker/in","Männer",1
1,"2019","Anlagenführer/in","Frauen",0
1,"2019","Anlagenführer/in","Männer",1
1,"2019","Bekleidungsnäher/in","Frauen",1
1,"2019","Bekleidungsnäher/in","Männer",0
1,"2019","Bootbauer/in","Frauen",0
1,"2019","Bootbauer/in","Männer",1
1,"2019","Coiffeur/-euse","Frauen",1
1,"2019","Coiffeur/-euse","Männer",0
1,"2019","Dachdeckerpraktiker/in","Frauen",0
1,"2019","Dachdeckerpraktiker/in","Männer",1
1,"2019","Diätkoch/-köchin","Frauen",1
1,"2019","Diätkoch/-köchin","Männer",0
1,"2019","Fachmann/-frau Leder und Textil","Frauen",1
1,"2019","Fachmann/-frau Leder und Textil","Männer",0
1,"2019","Fassadenbauer/in","Frauen",0
1,"2019","Fassadenbauer/in","Männer",1
1,"2019","Fleischfachassistent/in","Frauen",0
1,"2019","Fleischfachassistent/in","Männer",1
1,"2019","Fotograf/in","Frauen",1
1,"2019","Fotograf/in","Männer",0
1,"2019","Geflügelfachmann/-fachfrau","Frauen",1
1,"2019","Geflügelfachmann/-fachfrau","Männer",0
1,"2019","Gerüstbauer/in","Frauen",0
1,"2019","Gerüstbauer/in","Männer",1
1,"2019","Glaser/in","Frauen",1
1,"2019","Glaser/in","Männer",0
1,"2019","Industrie- und Unterlagsbodenbauer/in","Frauen",0
1,"2019","Industrie- und Unterlagsbodenbauer/in","Männer",1
1,"2019","Industriepolsterer/-polsterin","Frauen",1
1,"2019","Industriepolsterer/-polsterin","Männer",0
1,"2019","Isolierspengler/in","Frauen",0
1,"2019","Isolierspengler/in","Männer",1
1,"2019","Kältemontage-Praktiker/in","Frauen",0
1,"2019","Kältemontage-Praktiker/in","Männer",1
1,"2019","Kältesystem-Planer/in","Frauen",0
1,"2019","Kältesystem-Planer/in","Männer",1
1,"2019","Kaminfeger/in","Frauen",0
1,"2019","Kaminfeger/in","Männer",1
1,"2019","Kunststoffverarbeiter/in","Frauen",0
1,"2019","Kunststoffverarbeiter/in","Männer",1
1,"2019","Medizinproduktetechnologe/-gin","Frauen",1
1,"2019","Medizinproduktetechnologe/-gin","Männer",0
1,"2019","Motorgerätemechaniker/in","Frauen",0
1,"2019","Motorgerätemechaniker/in","Männer",1
1,"2019","Müller/-in","Frauen",0
1,"2019","Müller/-in","Männer",1
1,"2019","Oberflächenpraktiker/in","Frauen",0
1,"2019","Oberflächenpraktiker/in","Männer",1
1,"2019","Ofenbauer/in","Frauen",0
1,"2019","Ofenbauer/in","Männer",1
1,"2019","Orthopädie-Schuhmacher/in","Frauen",0
1,"2019","Orthopädie-Schuhmacher/in","Männer",1
1,"2019","Strassentransportpraktiker/in","Frauen",0
1,"2019","Strassentransportpraktiker/in","Männer",1
1,"2019","Uhrmacher/in","Frauen",0
1,"2019","Uhrmacher/in","Männer",1
1,"2019","Verpackungstechnologe/-login","Frauen",0
1,"2019","Verpackungstechnologe/-login","Männer",1
1,"2019","Weintechnologe/-login","Frauen",0
1,"2019","Weintechnologe/-login","Männer",1
1,"2019","Wohntextilgestalter/in","Frauen",1
1,"2019","Wohntextilgestalter/in","Männer",0
7856,"2020","Total","Frauen",3698
7856,"2020","Total","Männer",4158
1328,"2020","Kaufmann/-frau","Frauen",822
1328,"2020","Kaufmann/-frau","Männer",506
541,"2020","Fachmann/-frau Gesundheit","Frauen",475
541,"2020","Fachmann/-frau Gesundheit","Männer",66
511,"2020","Fachmann/-frau Betreuung","Frauen",439
511,"2020","Fachmann/-frau Betreuung","Männer",72
430,"2020","Detailhandelsfachmann/-frau","Frauen",208
430,"2020","Detailhandelsfachmann/-frau","Männer",222
323,"2020","Informatiker/in","Frauen",39
323,"2020","Informatiker/in","Männer",284
317,"2020","Kaufmann/-frau","Frauen",202
317,"2020","Kaufmann/-frau","Männer",115
292,"2020","Elektroinstallateur/in","Frauen",6
292,"2020","Elektroinstallateur/in","Männer",286
201,"2020","Zeichner/in","Frauen",76
201,"2020","Zeichner/in","Männer",125
196,"2020","Polymechaniker/in","Frauen",14
196,"2020","Polymechaniker/in","Männer",182
185,"2020","Medizinische/r Praxisassistent/in","Frauen",180
185,"2020","Medizinische/r Praxisassistent/in","Männer",5
178,"2020","Dentalassistent/in","Frauen",178
178,"2020","Dentalassistent/in","Männer",0
164,"2020","Koch/Köchin","Frauen",56
164,"2020","Koch/Köchin","Männer",108
162,"2020","Logistiker/in","Frauen",10
162,"2020","Logistiker/in","Männer",152
123,"2020","Pharma-Assistent/in","Frauen",120
123,"2020","Pharma-Assistent/in","Männer",3
112,"2020","Automobil-Fachmann/-frau","Frauen",3
112,"2020","Automobil-Fachmann/-frau","Männer",109
106,"2020","Schreiner/in","Frauen",23
106,"2020","Schreiner/in","Männer",83
102,"2020","Fachmann/-frau Betriebsunterhalt","Frauen",5
102,"2020","Fachmann/-frau Betriebsunterhalt","Männer",97
101,"2020","Zimmermann/Zimmerin","Frauen",3
101,"2020","Zimmermann/Zimmerin","Männer",98
100,"2020","Detailhandelsassistent/in","Frauen",47
100,"2020","Detailhandelsassistent/in","Männer",53
95,"2020","Automatiker/in","Frauen",7
95,"2020","Automatiker/in","Männer",88
89,"2020","Coiffeur/-euse","Frauen",73
89,"2020","Coiffeur/-euse","Männer",16
80,"2020","Montage-Elektriker/in","Frauen",0
80,"2020","Montage-Elektriker/in","Männer",80
78,"2020","Assistent/in Gesundheit und Soziales","Frauen",65
78,"2020","Assistent/in Gesundheit und Soziales","Männer",13
78,"2020","Automobil-Mechatroniker/in","Frauen",4
78,"2020","Automobil-Mechatroniker/in","Männer",74
77,"2020","Konstrukteur/in","Frauen",9
77,"2020","Konstrukteur/in","Männer",68
76,"2020","Gärtner/-in","Frauen",15
76,"2020","Gärtner/-in","Männer",61
69,"2020","Sanitärinstallateur/in","Frauen",1
69,"2020","Sanitärinstallateur/in","Männer",68
68,"2020","Elektroniker/in","Frauen",7
68,"2020","Elektroniker/in","Männer",61
68,"2020","Mediamatiker/in","Frauen",32
68,"2020","Mediamatiker/in","Männer",36
59,"2020","Anlehre: INSOS Pra","Frauen",21
59,"2020","Anlehre: INSOS Pra","Männer",38
58,"2020","Maler/in","Frauen",21
58,"2020","Maler/in","Männer",37
52,"2020","Laborant/in","Frauen",26
52,"2020","Laborant/in","Männer",26
51,"2020","Hotelfachmann/-frau","Frauen",40
51,"2020","Hotelfachmann/-frau","Männer",11
48,"2020","Maurer/in","Frauen",0
48,"2020","Maurer/in","Männer",48
43,"2020","Heizungsinstallateur/in","Frauen",1
43,"2020","Heizungsinstallateur/in","Männer",42
42,"2020","Augenoptiker/in","Frauen",33
42,"2020","Augenoptiker/in","Männer",9
39,"2020","Restaurantfachmann/-frau","Frauen",27
39,"2020","Restaurantfachmann/-frau","Männer",12
38,"2020","Drogist/in","Frauen",34
38,"2020","Drogist/in","Männer",4
37,"2020","Produktionsmechaniker/in","Frauen",0
37,"2020","Produktionsmechaniker/in","Männer",37
36,"2020","ICT-Fachmann","Frauen",1
36,"2020","ICT-Fachmann","Männer",35
35,"2020","Elektroplaner/in","Frauen",6
35,"2020","Elektroplaner/in","Männer",29
32,"2020","Tiermed. Praxisassistent/in","Frauen",32
32,"2020","Tiermed. Praxisassistent/in","Männer",0
29,"2020","Bäcker/in-Konditor/in-Confiseur/in","Frauen",23
29,"2020","Bäcker/in-Konditor/in-Confiseur/in","Männer",6
28,"2020","Carrossier/in Lackiererei","Frauen",2
28,"2020","Carrossier/in Lackiererei","Männer",26
27,"2020","Landwirt/in","Frauen",4
27,"2020","Landwirt/in","Männer",23
25,"2020","Fachmann/-frau Kundendialog","Frauen",17
25,"2020","Fachmann/-frau Kundendialog","Männer",8
25,"2020","Metallbauer/in","Frauen",1
25,"2020","Metallbauer/in","Männer",24
22,"2020","Carrosseriespengler/in","Frauen",1
22,"2020","Carrosseriespengler/in","Männer",21
22,"2020","Hotel-Kommunikationsfachmann/-frau","Frauen",15
22,"2020","Hotel-Kommunikationsfachmann/-frau","Männer",7
22,"2020","Logistiker/in","Frauen",2
22,"2020","Logistiker/in","Männer",20
21,"2020","Forstwart/in","Frauen",0
21,"2020","Forstwart/in","Männer",21
21,"2020","Geomatiker/in","Frauen",6
21,"2020","Geomatiker/in","Männer",15
21,"2020","Haustechnikpraktiker/in","Frauen",1
21,"2020","Haustechnikpraktiker/in","Männer",20
21,"2020","Landmaschinenmechaniker/in","Frauen",1
21,"2020","Landmaschinenmechaniker/in","Männer",20
20,"2020","Florist/in","Frauen",19
20,"2020","Florist/in","Männer",1
18,"2020","Fachmann/-frau öffentlicher Verkehr","Frauen",3
18,"2020","Fachmann/-frau öffentlicher Verkehr","Männer",15
17,"2020","Automatikmonteur/in","Frauen",2
17,"2020","Automatikmonteur/in","Männer",15
17,"2020","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Frauen",7
17,"2020","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Männer",10
16,"2020","Fahrradmechaniker/-in","Frauen",1
16,"2020","Fahrradmechaniker/-in","Männer",15
16,"2020","Gärtner/-in","Frauen",2
16,"2020","Gärtner/-in","Männer",14
15,"2020","Anlagen- und Apparatebauer/in","Frauen",1
15,"2020","Anlagen- und Apparatebauer/in","Männer",14
15,"2020","Gebäudetechnikplaner/in","Frauen",4
15,"2020","Gebäudetechnikplaner/in","Männer",11
15,"2020","Hauswirtschaftspraktiker/in","Frauen",10
15,"2020","Hauswirtschaftspraktiker/in","Männer",5
14,"2020","Fachmann/Fachfrau Hauswirtschaft","Frauen",14
14,"2020","Fachmann/Fachfrau Hauswirtschaft","Männer",0
14,"2020","Fleischfachmann/-frau","Frauen",2
14,"2020","Fleischfachmann/-frau","Männer",12
14,"2020","Gebäudetechnikplaner/in","Frauen",3
14,"2020","Gebäudetechnikplaner/in","Männer",11
14,"2020","Lebensmitteltechnologe/-login","Frauen",2
14,"2020","Lebensmitteltechnologe/-login","Männer",12
14,"2020","Medientechnologe/-login","Frauen",6
14,"2020","Medientechnologe/-login","Männer",8
14,"2020","Netzelektriker/in","Frauen",1
14,"2020","Netzelektriker/in","Männer",13
13,"2020","Büroassistent/in","Frauen",8
13,"2020","Büroassistent/in","Männer",5
13,"2020","Kosmetiker/in","Frauen",13
13,"2020","Kosmetiker/in","Männer",0
13,"2020","Küchenangestellte/r","Frauen",3
13,"2020","Küchenangestellte/r","Männer",10
13,"2020","Multimediaelektroniker/in","Frauen",1
13,"2020","Multimediaelektroniker/in","Männer",12
13,"2020","Pferdefachmann/-frau","Frauen",12
13,"2020","Pferdefachmann/-frau","Männer",1
13,"2020","Spengler/in","Frauen",2
13,"2020","Spengler/in","Männer",11
13,"2020","Systemgastronomiefachmann/-frau","Frauen",7
13,"2020","Systemgastronomiefachmann/-frau","Männer",6
13,"2020","Unterhaltspraktiker/in","Frauen",0
13,"2020","Unterhaltspraktiker/in","Männer",13
12,"2020","Gebäudetechnikplaner/in","Frauen",3
12,"2020","Gebäudetechnikplaner/in","Männer",9
12,"2020","Gestalter/in Werbetechnik","Frauen",10
12,"2020","Gestalter/in Werbetechnik","Männer",2
12,"2020","Polygraf/in","Frauen",8
12,"2020","Polygraf/in","Männer",4
12,"2020","Zeichner/in","Frauen",8
12,"2020","Zeichner/in","Männer",4
11,"2020","Strassenbauer/in","Frauen",1
11,"2020","Strassenbauer/in","Männer",10
10,"2020","Baumaschinenmechaniker/in","Frauen",0
10,"2020","Baumaschinenmechaniker/in","Männer",10
10,"2020","Bekleidungsgestalter/in","Frauen",10
10,"2020","Bekleidungsgestalter/in","Männer",0
10,"2020","Polydesigner/in 3D","Frauen",9
10,"2020","Polydesigner/in 3D","Männer",1
10,"2020","Veranstaltungsfachmann/-frau","Frauen",2
10,"2020","Veranstaltungsfachmann/-frau","Männer",8
9,"2020","Coiffeur/-euse","Frauen",8
9,"2020","Coiffeur/-euse","Männer",1
9,"2020","Kunststofftechnologe/-login","Frauen",1
9,"2020","Kunststofftechnologe/-login","Männer",8
9,"2020","Schreinerpraktiker/in","Frauen",0
9,"2020","Schreinerpraktiker/in","Männer",9
8,"2020","Automobil-Assistent/in","Frauen",0
8,"2020","Automobil-Assistent/in","Männer",8
8,"2020","Boden-Parkettleger/in","Frauen",0
8,"2020","Boden-Parkettleger/in","Männer",8
8,"2020","Gipser/in-Trockenbauer/in","Frauen",0
8,"2020","Gipser/in-Trockenbauer/in","Männer",8
8,"2020","Mechanikpraktiker/in","Frauen",0
8,"2020","Mechanikpraktiker/in","Männer",8
8,"2020","Restaurantangestellte/r","Frauen",5
8,"2020","Restaurantangestellte/r","Männer",3
7,"2020","Baupraktiker/in","Frauen",0
7,"2020","Baupraktiker/in","Männer",7
7,"2020","Chemie- und Pharmatechnologe/-login","Frauen",6
7,"2020","Chemie- und Pharmatechnologe/-login","Männer",1
7,"2020","Fachmann/-frau Information u. Dokumentation","Frauen",4
7,"2020","Fachmann/-frau Information u. Dokumentation","Männer",3
7,"2020","Malerpraktiker/in","Frauen",0
7,"2020","Malerpraktiker/in","Männer",7
7,"2020","Tierpfleger/in","Frauen",6
7,"2020","Tierpfleger/in","Männer",1
7,"2020","Zahntechniker/in","Frauen",7
7,"2020","Zahntechniker/in","Männer",0
6,"2020","Hotellerieangestellte/r","Frauen",6
6,"2020","Hotellerieangestellte/r","Männer",0
6,"2020","Motorradmechaniker/in","Frauen",0
6,"2020","Motorradmechaniker/in","Männer",6
6,"2020","Orthopädist/in","Frauen",4
6,"2020","Orthopädist/in","Männer",2
6,"2020","Reifenpraktiker/in","Frauen",0
6,"2020","Reifenpraktiker/in","Männer",6
6,"2020","Strassentransportfachmann/-frau","Frauen",0
6,"2020","Strassentransportfachmann/-frau","Männer",6
5,"2020","Anlagenführer/in","Frauen",1
5,"2020","Anlagenführer/in","Männer",4
5,"2020","Buchhändler/in","Frauen",5
5,"2020","Buchhändler/in","Männer",0
5,"2020","Bühnentänzer/in","Frauen",4
5,"2020","Bühnentänzer/in","Männer",1
5,"2020","Fotofachmann/-frau","Frauen",3
5,"2020","Fotofachmann/-frau","Männer",2
5,"2020","Gebäudereiniger/in","Frauen",0
5,"2020","Gebäudereiniger/in","Männer",5
5,"2020","Lüftungsanlagenbauer/in","Frauen",0
5,"2020","Lüftungsanlagenbauer/in","Männer",5
5,"2020","Metallbaukonstrukteur/in","Frauen",1
5,"2020","Metallbaukonstrukteur/in","Männer",4
5,"2020","Metallbaupraktiker/in","Frauen",0
5,"2020","Metallbaupraktiker/in","Männer",5
5,"2020","Physiklaborant/in","Frauen",1
5,"2020","Physiklaborant/in","Männer",4
4,"2020","Bäcker/in-Konditor/in-Confiseur/in","Frauen",4
4,"2020","Bäcker/in-Konditor/in-Confiseur/in","Männer",0
4,"2020","Bootfachwart/in","Frauen",0
4,"2020","Bootfachwart/in","Männer",4
4,"2020","Gleisbauer/in","Frauen",0
4,"2020","Gleisbauer/in","Männer",4
4,"2020","Holzbearbeiter/in","Frauen",0
4,"2020","Holzbearbeiter/in","Männer",4
4,"2020","Industrielackierer/in","Frauen",1
4,"2020","Industrielackierer/in","Männer",3
4,"2020","Kältesystem-Monteur/-in","Frauen",0
4,"2020","Kältesystem-Monteur/-in","Männer",4
4,"2020","Lackierassisten/in","Frauen",0
4,"2020","Lackierassisten/in","Männer",4
4,"2020","Plattenleger/in","Frauen",0
4,"2020","Plattenleger/in","Männer",4
4,"2020","Printmedienverarbeiter/in","Frauen",2
4,"2020","Printmedienverarbeiter/in","Männer",2
4,"2020","Strassenbaupraktiker/in","Frauen",0
4,"2020","Strassenbaupraktiker/in","Männer",4
4,"2020","Telematiker/in","Frauen",0
4,"2020","Telematiker/in","Männer",4
3,"2020","Dachdecker/in","Frauen",0
3,"2020","Dachdecker/in","Männer",3
3,"2020","Fahrzeugschlosser/in","Frauen",0
3,"2020","Fahrzeugschlosser/in","Männer",3
3,"2020","Kältesystem-Planer/in","Frauen",1
3,"2020","Kältesystem-Planer/in","Männer",2
3,"2020","Kaminfeger/in","Frauen",1
3,"2020","Kaminfeger/in","Männer",2
3,"2020","Recyclist/in","Frauen",0
3,"2020","Recyclist/in","Männer",3
